,model_name,dataset_name,layers_window,layers_uniform,n_layers,accuracy,f1,train_len,val_len,test_len
40,Uniform,mrpc,[],"[1, 4, 5, 9]",4,0.6985294117647058,0.6826666413171603,1000,408,1000
41,Uniform,mrpc,[],"[3, 5, 9, 11]",4,0.6862745098039216,0.6776016777254444,1000,408,1000
42,Uniform,mrpc,[],"[2, 3, 5, 11]",4,0.6666666666666666,0.6602931436634318,1000,408,1000
43,Uniform,mrpc,[],"[2, 3, 8, 9, 10]",5,0.6642156862745098,0.6465473972394388,1000,408,1000
44,Uniform,mrpc,[],"[4, 5, 7, 8, 9]",5,0.7034313725490197,0.6947885588483022,1000,408,1000
45,Uniform,mrpc,[],"[2, 3, 9, 10, 11]",5,0.6740196078431373,0.6664293230834462,1000,408,1000
46,Uniform,mrpc,[],"[5, 6, 8, 9, 11]",5,0.7254901960784313,0.7187054752696926,1000,408,1000
47,Uniform,mrpc,[],"[1, 2, 6, 9, 11]",5,0.6593137254901961,0.6483411590624367,1000,408,1000
48,Uniform,mrpc,[],"[3, 4, 5, 6, 7]",5,0.6887254901960784,0.6687334834100029,1000,408,1000
49,Uniform,mrpc,[],"[1, 8, 9, 10, 11]",5,0.6691176470588235,0.6632361496081853,1000,408,1000
50,Uniform,mrpc,[],"[1, 3, 4, 5, 7]",5,0.6740196078431373,0.6503757830734034,1000,408,1000
51,Uniform,mrpc,[],"[4, 6, 9, 10, 11]",5,0.6985294117647058,0.6939630142775148,1000,408,1000
52,Uniform,mrpc,[],"[1, 2, 3, 7, 9]",5,0.6691176470588235,0.6504632347879608,1000,408,1000
53,Uniform,mrpc,[],"[1, 6, 8, 9, 10, 11]",6,0.696078431372549,0.6902672780460702,1000,408,1000
54,Uniform,mrpc,[],"[1, 3, 5, 6, 9, 10]",6,0.6691176470588235,0.6465116422856718,1000,408,1000
55,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 11]",6,0.6470588235294118,0.6291371585489233,1000,408,1000
56,Uniform,mrpc,[],"[4, 5, 7, 9, 10, 11]",6,0.6985294117647058,0.6858778521842311,1000,408,1000
57,Uniform,mrpc,[],"[3, 4, 6, 8, 9, 11]",6,0.6666666666666666,0.6543404065885144,1000,408,1000
58,Uniform,mrpc,[],"[1, 5, 6, 7, 9, 11]",6,0.6887254901960784,0.673484128336261,1000,408,1000
59,Uniform,mrpc,[],"[1, 3, 6, 7, 9, 10]",6,0.6740196078431373,0.6543804823345677,1000,408,1000
60,Uniform,mrpc,[],"[2, 3, 4, 5, 6, 11]",6,0.6838235294117647,0.6581131703056035,1000,408,1000
61,Uniform,mrpc,[],"[2, 3, 4, 5, 8, 11]",6,0.6887254901960784,0.6661483041377609,1000,408,1000
62,Uniform,mrpc,[],"[1, 2, 7, 8, 10, 11]",6,0.6642156862745098,0.647774217181636,1000,408,1000
63,Uniform,mrpc,[],"[3, 4, 6, 7, 8, 9, 10]",7,0.7009803921568627,0.6899230117926382,1000,408,1000
64,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 6, 8]",7,0.6397058823529411,0.6179994804750484,1000,408,1000
65,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 7, 11]",7,0.6617647058823529,0.6379491881720825,1000,408,1000
66,Uniform,mrpc,[],"[2, 3, 4, 5, 8, 9, 10]",7,0.6764705882352942,0.6623395300823194,1000,408,1000
67,Uniform,mrpc,[],"[2, 3, 4, 6, 7, 9, 11]",7,0.6740196078431373,0.6530830967994519,1000,408,1000
68,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 7, 9]",7,0.6617647058823529,0.6433361447080357,1000,408,1000
69,Uniform,mrpc,[],"[1, 2, 4, 5, 8, 10, 11]",7,0.678921568627451,0.6569853714031334,1000,408,1000
70,Uniform,mrpc,[],"[1, 3, 4, 5, 9, 10, 11]",7,0.6813725490196079,0.6575768921429958,1000,408,1000
71,Uniform,mrpc,[],"[1, 2, 5, 6, 7, 9, 11]",7,0.6715686274509803,0.6484434146018773,1000,408,1000
72,Uniform,mrpc,[],"[2, 3, 4, 5, 6, 8, 11]",7,0.7083333333333334,0.6859151210360783,1000,408,1000
73,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 7, 9, 11]",8,0.6519607843137255,0.6303050108932463,1000,408,1000
74,Uniform,mrpc,[],"[1, 4, 5, 6, 7, 9, 10, 11]",8,0.6985294117647058,0.6803669122342244,1000,408,1000
75,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 7, 8, 11]",8,0.6642156862745098,0.6426495057257513,1000,408,1000
76,Uniform,mrpc,[],"[3, 5, 6, 7, 8, 9, 10, 11]",8,0.6862745098039216,0.6725716655343704,1000,408,1000
77,Uniform,mrpc,[],"[1, 2, 4, 6, 7, 8, 9, 10]",8,0.6642156862745098,0.6452849123403749,1000,408,1000
78,Uniform,mrpc,[],"[1, 2, 4, 5, 7, 8, 9, 11]",8,0.6764705882352942,0.6563398692810458,1000,408,1000
79,Uniform,mrpc,[],"[1, 3, 4, 5, 6, 7, 10, 11]",8,0.6911764705882353,0.6694318674614667,1000,408,1000
80,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 7, 9, 10]",8,0.6544117647058824,0.6335913384148424,1000,408,1000
81,Uniform,mrpc,[],"[1, 2, 4, 5, 6, 7, 9, 10]",8,0.6764705882352942,0.6523088443298113,1000,408,1000
82,Uniform,mrpc,[],"[1, 3, 4, 5, 7, 8, 9, 10]",8,0.6936274509803921,0.6687143123116313,1000,408,1000
83,Uniform,mrpc,[],"[1, 2, 3, 4, 6, 8, 9, 10, 11]",9,0.6666666666666666,0.6459259259259259,1000,408,1000
84,Uniform,mrpc,[],"[1, 3, 5, 6, 7, 8, 9, 10, 11]",9,0.6813725490196079,0.6561774380804953,1000,408,1000
85,Uniform,mrpc,[],"[1, 2, 3, 4, 6, 7, 8, 9, 10]",9,0.6838235294117647,0.6566649916523235,1000,408,1000
86,Uniform,mrpc,[],"[1, 2, 4, 6, 7, 8, 9, 10, 11]",9,0.6593137254901961,0.6360379131682103,1000,408,1000
87,Uniform,mrpc,[],"[1, 2, 3, 5, 6, 7, 8, 9, 11]",9,0.6593137254901961,0.6360379131682103,1000,408,1000
88,Uniform,mrpc,[],"[1, 3, 5, 6, 7, 8, 9, 10, 11]",9,0.6813725490196079,0.6561774380804953,1000,408,1000
89,Uniform,mrpc,[],"[1, 2, 4, 5, 6, 7, 8, 10, 11]",9,0.6813725490196079,0.658937641031672,1000,408,1000
90,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 6, 8, 10, 11]",9,0.6617647058823529,0.6407189542483661,1000,408,1000
91,Uniform,mrpc,[],"[1, 2, 4, 6, 7, 8, 9, 10, 11]",9,0.6593137254901961,0.6360379131682103,1000,408,1000
92,Uniform,mrpc,[],"[1, 2, 4, 5, 6, 7, 8, 9, 10]",9,0.6838235294117647,0.6647750542944304,1000,408,1000
93,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",10,0.6764705882352942,0.6563398692810458,1000,408,1000
94,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11]",10,0.6593137254901961,0.6374327101889009,1000,408,1000
95,Uniform,mrpc,[],"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",10,0.6813725490196079,0.6615468409586056,1000,408,1000
96,Uniform,mrpc,[],"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",10,0.6813725490196079,0.6615468409586056,1000,408,1000
97,Uniform,mrpc,[],"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",10,0.6666666666666666,0.6388031195288875,1000,408,1000
98,Uniform,mrpc,[],"[1, 2, 3, 4, 5, 6, 7, 9, 10, 11]",10,0.6593137254901961,0.6374327101889009,1000,408,1000
99,Uniform,mrpc,[],"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",10,0.6666666666666666,0.6388031195288875,1000,408,1000
100,Uniform,mrpc,[],"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",10,0.6666666666666666,0.6388031195288875,1000,408,1000
101,Uniform,mrpc,[],"[1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",10,0.6666666666666666,0.6388031195288875,1000,408,1000
102,Uniform,mrpc,[],"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11]",10,0.6985294117647058,0.6803669122342244,1000,408,1000
103,Uniform,mrpc,[],"[2, 7]",2,0.6642156862745098,0.6554285188857468,1000,408,1000
104,Uniform,mrpc,[],"[1, 8]",2,0.6764705882352942,0.6684743101392805,1000,408,1000
105,Uniform,mrpc,[],"[4, 10]",2,0.6740196078431373,0.6673412146745763,1000,408,1000
106,Uniform,mrpc,[],"[4, 10]",2,0.6740196078431373,0.6673412146745763,1000,408,1000
107,Uniform,mrpc,[],"[2, 3]",2,0.6421568627450981,0.6389602993140719,1000,408,1000
108,Uniform,mrpc,[],"[4, 7]",2,0.6593137254901961,0.6513810218691654,1000,408,1000
109,Uniform,mrpc,[],"[4, 8]",2,0.6985294117647058,0.6968891327267854,1000,408,1000
110,Uniform,mrpc,[],"[1, 2]",2,0.6421568627450981,0.631184141645027,1000,408,1000
111,Uniform,mrpc,[],"[1, 3]",2,0.6299019607843137,0.6261507280288287,1000,408,1000
112,Uniform,mrpc,[],"[7, 11]",2,0.6715686274509803,0.6661656809921033,1000,408,1000
113,Uniform,mrpc,[],"[8, 11]",2,0.6813725490196079,0.679274191946282,1000,408,1000
114,Uniform,mrpc,[],"[2, 7]",2,0.6642156862745098,0.6554285188857468,1000,408,1000
115,Uniform,mrpc,[],"[1, 9]",2,0.6887254901960784,0.6814776242977267,1000,408,1000
116,Uniform,mrpc,[],"[10, 11]",2,0.7034313725490197,0.6989392254274739,1000,408,1000
117,Uniform,mrpc,[],"[5, 11]",2,0.7107843137254902,0.7044577205882353,1000,408,1000
118,Uniform,mrpc,[],"[5, 10]",2,0.7083333333333334,0.7039154365774332,1000,408,1000
119,Uniform,mrpc,[],"[1, 3]",2,0.6299019607843137,0.6261507280288287,1000,408,1000
120,Uniform,mrpc,[],"[7, 9]",2,0.6813725490196079,0.6777534275863912,1000,408,1000
121,Uniform,mrpc,[],"[7, 9]",2,0.6813725490196079,0.6777534275863912,1000,408,1000
122,Uniform,mrpc,[],"[4, 11]",2,0.6666666666666666,0.6636890459363957,1000,408,1000
123,Uniform,mrpc,[],"[4, 6, 8]",3,0.6838235294117647,0.6746092900118262,1000,408,1000
124,Uniform,mrpc,[],"[4, 7, 10]",3,0.6862745098039216,0.6785205431653631,1000,408,1000
125,Uniform,mrpc,[],"[6, 10, 11]",3,0.6519607843137255,0.6471355936469583,1000,408,1000
126,Uniform,mrpc,[],"[4, 8, 10]",3,0.6985294117647058,0.6888198745660411,1000,408,1000
127,Uniform,mrpc,[],"[5, 9, 10]",3,0.7009803921568627,0.6952629671098434,1000,408,1000
128,Uniform,mrpc,[],"[2, 5, 6]",3,0.696078431372549,0.692626346313173,1000,408,1000
129,Uniform,mrpc,[],"[1, 7, 10]",3,0.7034313725490197,0.6989392254274739,1000,408,1000
130,Uniform,mrpc,[],"[3, 5, 8]",3,0.6642156862745098,0.6599844259512789,1000,408,1000
131,Uniform,mrpc,[],"[2, 7, 11]",3,0.6862745098039216,0.6766545899353662,1000,408,1000
132,Uniform,mrpc,[],"[3, 8, 9]",3,0.6911764705882353,0.6860960880970525,1000,408,1000
133,Uniform,mrpc,[],"[1, 5, 7]",3,0.7083333333333334,0.6989395534419424,1000,408,1000
134,Uniform,mrpc,[],"[1, 2, 5]",3,0.6691176470588235,0.6540907733651836,1000,408,1000
135,Uniform,mrpc,[],"[2, 5, 7]",3,0.6568627450980392,0.6503017655358857,1000,408,1000
136,Uniform,mrpc,[],"[1, 2, 10]",3,0.6446078431372549,0.6320395290983526,1000,408,1000
137,Uniform,mrpc,[],"[2, 7, 9]",3,0.696078431372549,0.6918648845931185,1000,408,1000
138,Uniform,mrpc,[],"[1, 5, 10]",3,0.7230392156862745,0.7173650921671212,1000,408,1000
139,Uniform,mrpc,[],"[7, 9, 10]",3,0.6813725490196079,0.6734974266523218,1000,408,1000
140,Uniform,mrpc,[],"[1, 10, 11]",3,0.6985294117647058,0.69756212645486,1000,408,1000
141,Uniform,mrpc,[],"[1, 7, 8]",3,0.6838235294117647,0.6694645167711756,1000,408,1000
142,Uniform,mrpc,[],"[6, 9, 11]",3,0.7083333333333334,0.7046580050233736,1000,408,1000
143,Uniform,mrpc,[],"[1, 3, 4, 6]",4,0.6936274509803921,0.6786261105671859,1000,408,1000
144,Uniform,mrpc,[],"[1, 3, 6, 11]",4,0.6274509803921569,0.6148684320208953,1000,408,1000
145,Uniform,mrpc,[],"[7, 8, 9, 11]",4,0.7034313725490197,0.6929433311786254,1000,408,1000
146,Uniform,mrpc,[],"[2, 4, 6, 8]",4,0.6617647058823529,0.6513932297740667,1000,408,1000
147,Uniform,mrpc,[],"[4, 5, 6, 11]",4,0.7034313725490197,0.6956704436874114,1000,408,1000
148,Uniform,mrpc,[],"[7, 8, 10, 11]",4,0.7034313725490197,0.6956704436874114,1000,408,1000
149,Uniform,mrpc,[],"[1, 2, 7, 8]",4,0.6495098039215687,0.6323482704888608,1000,408,1000
150,Uniform,mrpc,[],"[1, 6, 8, 10]",4,0.7107843137254902,0.6981520041644975,1000,408,1000
151,Uniform,mrpc,[],"[2, 3, 5, 9]",4,0.6642156862745098,0.6501241117824361,1000,408,1000
152,Uniform,mrpc,[],"[2, 4, 5, 10]",4,0.6936274509803921,0.68279269749858,1000,408,1000
153,Uniform,mrpc,[],"[2, 4, 5, 8]",4,0.6887254901960784,0.6805797218867871,1000,408,1000
154,Uniform,mrpc,[],"[1, 3, 6, 11]",4,0.6274509803921569,0.6148684320208953,1000,408,1000
155,Uniform,mrpc,[],"[4, 5, 7, 8]",4,0.6887254901960784,0.6831925259277003,1000,408,1000
156,Uniform,mrpc,[],"[4, 5, 6, 9]",4,0.7034313725490197,0.6947885588483022,1000,408,1000
157,Uniform,mrpc,[],"[2, 6, 7, 11]",4,0.6838235294117647,0.6764615238929664,1000,408,1000
158,Uniform,mrpc,[],"[2, 6, 8, 10]",4,0.696078431372549,0.6838366925717655,1000,408,1000
159,Uniform,mrpc,[],"[1, 2, 6, 11]",4,0.6348039215686274,0.6207011799013736,1000,408,1000
160,Uniform,mrpc,[],"[6, 7, 8, 11]",4,0.6887254901960784,0.6840105919775966,1000,408,1000
161,Uniform,mrpc,[],"[2, 4, 5, 9]",4,0.696078431372549,0.6885667761914455,1000,408,1000
162,Uniform,mrpc,[],"[1, 7, 9, 11]",4,0.6936274509803921,0.6912532068498521,1000,408,1000
163,Uniform,mrpc,[],"[1, 2, 6, 9, 11]",5,0.6593137254901961,0.6483411590624367,1000,408,1000
164,Uniform,mrpc,[],"[1, 2, 7, 9, 11]",5,0.6519607843137255,0.6462352738871542,1000,408,1000
165,Uniform,mrpc,[],"[4, 5, 7, 8, 9]",5,0.7034313725490197,0.6947885588483022,1000,408,1000
166,Uniform,mrpc,[],"[1, 3, 4, 7, 9]",5,0.6593137254901961,0.6346032620090455,1000,408,1000
167,Uniform,mrpc,[],"[1, 3, 5, 8, 11]",5,0.6617647058823529,0.6433361447080357,1000,408,1000
168,Uniform,mrpc,[],"[3, 4, 5, 6, 11]",5,0.7083333333333334,0.6871783322235714,1000,408,1000
169,Uniform,mrpc,[],"[1, 3, 5, 6, 9]",5,0.6911764705882353,0.6707141669969444,1000,408,1000
170,Uniform,mrpc,[],"[2, 3, 8, 10, 11]",5,0.6691176470588235,0.6552317889826924,1000,408,1000
171,Uniform,mrpc,[],"[4, 6, 7, 8, 10]",5,0.7181372549019608,0.7099230104756591,1000,408,1000
172,Uniform,mrpc,[],"[2, 3, 4, 6, 11]",5,0.6764705882352942,0.6645068652182641,1000,408,1000
173,Uniform,mrpc,[],"[2, 4, 5, 6, 11]",5,0.7107843137254902,0.6960985049220344,1000,408,1000
174,Uniform,mrpc,[],"[3, 5, 6, 7, 9]",5,0.6985294117647058,0.6888198745660411,1000,408,1000
175,Uniform,mrpc,[],"[1, 6, 7, 8, 9]",5,0.6936274509803921,0.6807701749839744,1000,408,1000
176,Uniform,mrpc,[],"[3, 5, 8, 9, 10]",5,0.6985294117647058,0.6906402030872033,1000,408,1000
177,Uniform,mrpc,[],"[4, 5, 6, 8, 10]",5,0.7205882352941176,0.7136823587566514,1000,408,1000
178,Uniform,mrpc,[],"[3, 4, 6, 10, 11]",5,0.6985294117647058,0.6897437416391832,1000,408,1000
179,Uniform,mrpc,[],"[1, 5, 6, 7, 11]",5,0.7083333333333334,0.6907614841940869,1000,408,1000
180,Uniform,mrpc,[],"[3, 4, 6, 8, 11]",5,0.6862745098039216,0.6725716655343704,1000,408,1000
181,Uniform,mrpc,[],"[1, 2, 4, 10, 11]",5,0.6666666666666666,0.6644714623438027,1000,408,1000
182,Uniform,mrpc,[],"[6, 8, 9, 10, 11]",5,0.6936274509803921,0.6905221258516794,1000,408,1000
183,Uniform,mrpc,[],"[2, 4, 8, 9, 10, 11]",6,0.678921568627451,0.6740581696776783,1000,408,1000
184,Uniform,mrpc,[],"[1, 2, 3, 6, 8, 10]",6,0.6887254901960784,0.6590144685467925,1000,408,1000
185,Uniform,mrpc,[],"[1, 3, 4, 5, 6, 11]",6,0.6740196078431373,0.6489639588050288,1000,408,1000
186,Uniform,mrpc,[],"[1, 3, 4, 6, 7, 11]",6,0.6691176470588235,0.6422114572965618,1000,408,1000
187,Uniform,mrpc,[],"[2, 3, 4, 6, 8, 9]",6,0.6862745098039216,0.6714739950034068,1000,408,1000
188,Uniform,mrpc,[],"[3, 4, 6, 7, 9, 11]",6,0.6642156862745098,0.648966192229853,1000,408,1000
189,Uniform,mrpc,[],"[1, 2, 6, 8, 10, 11]",6,0.6862745098039216,0.6600499948507176,1000,408,1000
190,Uniform,mrpc,[],"[3, 4, 5, 7, 9, 10]",6,0.6862745098039216,0.6714739950034068,1000,408,1000
191,Uniform,mrpc,[],"[1, 2, 4, 8, 9, 10]",6,0.6715686274509803,0.657223462356294,1000,408,1000
192,Uniform,mrpc,[],"[1, 3, 4, 6, 8, 10]",6,0.7132352941176471,0.685863722991927,1000,408,1000
193,Uniform,mrpc,[],"[1, 2, 6, 8, 10, 11]",6,0.6862745098039216,0.6600499948507176,1000,408,1000
194,Uniform,mrpc,[],"[1, 3, 7, 8, 9, 10]",6,0.6593137254901961,0.6438416110945225,1000,408,1000
195,Uniform,mrpc,[],"[2, 4, 5, 8, 10, 11]",6,0.6813725490196079,0.6734974266523218,1000,408,1000
196,Uniform,mrpc,[],"[1, 6, 7, 8, 9, 10]",6,0.696078431372549,0.6817404326595504,1000,408,1000
197,Uniform,mrpc,[],"[2, 4, 7, 9, 10, 11]",6,0.6764705882352942,0.6711482827683406,1000,408,1000
198,Uniform,mrpc,[],"[1, 3, 4, 5, 9, 11]",6,0.6740196078431373,0.6517485068444027,1000,408,1000
199,Uniform,mrpc,[],"[4, 6, 8, 9, 10, 11]",6,0.7083333333333334,0.6998333760574212,1000,408,1000
200,Uniform,mrpc,[],"[2, 3, 4, 5, 8, 10]",6,0.678921568627451,0.6654471433832054,1000,408,1000
201,Uniform,mrpc,[],"[3, 4, 5, 7, 9, 11]",6,0.6911764705882353,0.6766072138314785,1000,408,1000
202,Uniform,mrpc,[],"[6, 7, 8, 9, 10, 11]",6,0.6911764705882353,0.6852715889822971,1000,408,1000
203,Uniform,mrpc,[],"[1, 2, 3, 4, 8, 10, 11]",7,0.678921568627451,0.6542426962666071,1000,408,1000
204,Uniform,mrpc,[],"[2, 4, 6, 7, 9, 10, 11]",7,0.6985294117647058,0.6848382601771673,1000,408,1000
205,Uniform,mrpc,[],"[1, 2, 3, 5, 6, 8, 10]",7,0.6936274509803921,0.6714058111592136,1000,408,1000
206,Uniform,mrpc,[],"[3, 4, 5, 6, 7, 8, 10]",7,0.7034313725490197,0.6909855293844874,1000,408,1000
207,Uniform,mrpc,[],"[2, 3, 4, 6, 8, 9, 10]",7,0.7058823529411765,0.6920068703156939,1000,408,1000
208,Uniform,mrpc,[],"[2, 3, 4, 6, 8, 10, 11]",7,0.6838235294117647,0.6635166878731525,1000,408,1000
209,Uniform,mrpc,[],"[3, 4, 5, 6, 7, 9, 11]",7,0.6740196078431373,0.6635206773762885,1000,408,1000
210,Uniform,mrpc,[],"[2, 4, 5, 6, 7, 10, 11]",7,0.7083333333333334,0.6950874224478286,1000,408,1000
211,Uniform,mrpc,[],"[2, 4, 5, 6, 7, 8, 10]",7,0.7034313725490197,0.6867114919210611,1000,408,1000
212,Uniform,mrpc,[],"[1, 3, 4, 6, 8, 9, 10]",7,0.6936274509803921,0.6726959650793258,1000,408,1000
213,Uniform,mrpc,[],"[1, 2, 3, 4, 7, 10, 11]",7,0.6911764705882353,0.6694318674614667,1000,408,1000
214,Uniform,mrpc,[],"[1, 3, 4, 7, 9, 10, 11]",7,0.6617647058823529,0.6420461621486985,1000,408,1000
215,Uniform,mrpc,[],"[3, 4, 5, 7, 8, 10, 11]",7,0.7083333333333334,0.6940520572599611,1000,408,1000
216,Uniform,mrpc,[],"[1, 2, 4, 5, 6, 8, 11]",7,0.6715686274509803,0.6498071299808774,1000,408,1000
217,Uniform,mrpc,[],"[1, 2, 4, 6, 7, 8, 9]",7,0.6519607843137255,0.6390907186438902,1000,408,1000
218,Uniform,mrpc,[],"[1, 3, 6, 7, 9, 10, 11]",7,0.6617647058823529,0.6433361447080357,1000,408,1000
219,Uniform,mrpc,[],"[1, 4, 5, 6, 7, 8, 11]",7,0.7205882352941176,0.7042990035141422,1000,408,1000
220,Uniform,mrpc,[],"[1, 2, 5, 7, 8, 9, 11]",7,0.6691176470588235,0.6491831963546364,1000,408,1000
221,Uniform,mrpc,[],"[2, 3, 4, 5, 8, 10, 11]",7,0.6593137254901961,0.6438416110945225,1000,408,1000
222,Uniform,mrpc,[],"[1, 3, 4, 5, 6, 9, 10]",7,0.678921568627451,0.6608198796831323,1000,408,1000
223,Uniform,mrpc,[],"[3, 11]",2,0.6495098039215687,0.6403377970851226,1000,408,1000
224,Uniform,mrpc,[],"[10, 11]",2,0.7034313725490197,0.6989392254274739,1000,408,1000
225,Uniform,mrpc,[],"[5, 9]",2,0.7009803921568627,0.6960612916495269,1000,408,1000
226,Uniform,mrpc,[],"[2, 6]",2,0.6887254901960784,0.6814776242977267,1000,408,1000
227,Uniform,mrpc,[],"[5, 6]",2,0.7034313725490197,0.6989392254274739,1000,408,1000
228,Uniform,mrpc,[],"[4, 9]",2,0.6911764705882353,0.6898438053731875,1000,408,1000
229,Uniform,mrpc,[],"[2, 10]",2,0.6936274509803921,0.6864937247024869,1000,408,1000
230,Uniform,mrpc,[],"[5, 10]",2,0.7083333333333334,0.7039154365774332,1000,408,1000
231,Uniform,mrpc,[],"[3, 7]",2,0.6519607843137255,0.6433587275740745,1000,408,1000
232,Uniform,mrpc,[],"[1, 4]",2,0.6593137254901961,0.6582206144489882,1000,408,1000
233,Uniform,mrpc,[],"[4, 9]",2,0.6911764705882353,0.6898438053731875,1000,408,1000
234,Uniform,mrpc,[],"[5, 11]",2,0.7107843137254902,0.7044577205882353,1000,408,1000
235,Uniform,mrpc,[],"[2, 4]",2,0.6470588235294118,0.6484788751116507,1000,408,1000
236,Uniform,mrpc,[],"[1, 3]",2,0.6299019607843137,0.6261507280288287,1000,408,1000
237,Uniform,mrpc,[],"[3, 9]",2,0.6764705882352942,0.670284521790978,1000,408,1000
238,Uniform,mrpc,[],"[9, 11]",2,0.6838235294117647,0.6790343808276376,1000,408,1000
239,Uniform,mrpc,[],"[5, 7]",2,0.696078431372549,0.6894301470588236,1000,408,1000
