,index,code,prompt,bad_prompt,bad_code,prompt_names_dict,numerical_prompt,numerical_code,prompt_numerical_dict
464,464,"def check_package_data(dist, attr, value):
    """"""Verify that value is a dictionary of package names to glob lists""""""
    if not isinstance(value, dict):
        raise DistutilsSetupError(
            ""{!r} must be a dictionary mapping package names to lists of ""
            ""string wildcard patterns"".format(attr)
        )
    for k, v in value.items():
        if not isinstance(k, str):
            raise DistutilsSetupError(
                ""keys of {!r} dict must be strings (got {!r})"".format(attr, k)
            )
        assert_string_list(dist, 'values of {!r} dict'.format(attr), v)","def assert_string_list(dist, attr, value):
    """"""Verify that value is a string list""""""
    try:
        # verify that value is a list or tuple to exclude unordered
        # or single-use iterables
        assert isinstance(value, (list, tuple))
        # verify that elements of value are strings
        assert ''.join(value) != value
    except (TypeError, ValueError, AttributeError, AssertionError) as e:
        raise DistutilsSetupError(
            ""%r must be a list of strings (got %r)"" % (attr, value)
        ) from e","def verify_string_list(dist, attr, value):
    """"""Verify that value is a string list""""""
    try:
        # verify that value is a list or tuple to exclude unordered
        # or single-use iterables
        assert isinstance(value, (list, tuple))
        # verify that elements of value are strings
        assert ''.join(value) != value
    except (TypeError, ValueError, AttributeError, AssertionError) as e:
        raise DistutilsSetupError(
            ""%r must be a list of strings (got %r)"" % (attr, value)
        ) from e","def verify_value_as_dict_of_package_names_to_glob_lists(dist, attr, value):
    """"""Verify that value is a dictionary of package names to glob lists""""""
    if not isinstance(value, dict):
        raise DistutilsSetupError(
            ""{!r} must be a dictionary mapping package names to lists of ""
            ""string wildcard patterns"".format(attr)
        )
    for k, v in value.items():
        if not isinstance(k, str):
            raise DistutilsSetupError(
                ""keys of {!r} dict must be strings (got {!r})"".format(attr, k)
            )
        verify_string_list(dist, 'values of {!r} dict'.format(attr), v)","{""assert_string_list"": ""verify_string_list""}","def 0(dist, attr, value):
    """"""Verify that value is a string list""""""
    try:
        # verify that value is a list or tuple to exclude unordered
        # or single-use iterables
        assert isinstance(value, (list, tuple))
        # verify that elements of value are strings
        assert ''.join(value) != value
    except (TypeError, ValueError, AttributeError, AssertionError) as e:
        raise DistutilsSetupError(
            ""%r must be a list of strings (got %r)"" % (attr, value)
        ) from e","def 1(dist, attr, value):
    """"""Verify that value is a dictionary of package names to glob lists""""""
    if not isinstance(value, dict):
        raise DistutilsSetupError(
            ""{!r} must be a dictionary mapping package names to lists of ""
            ""string wildcard patterns"".format(attr)
        )
    for k, v in value.items():
        if not isinstance(k, str):
            raise DistutilsSetupError(
                ""keys of {!r} dict must be strings (got {!r})"".format(attr, k)
            )
        0(dist, 'values of {!r} dict'.format(attr), v)","{""assert_string_list"": ""0""}"
465,465,"def unpack(src_dir, dst_dir):
    '''Move everything under `src_dir` to `dst_dir`, and delete the former.'''
    for dirpath, dirnames, filenames in os.walk(src_dir):
        subdir = os.path.relpath(dirpath, src_dir)
        for f in filenames:
            src = os.path.join(dirpath, f)
            dst = os.path.join(dst_dir, subdir, f)
            os.renames(src, dst)
        for n, d in reversed(list(enumerate(dirnames))):
            src = os.path.join(dirpath, d)
            dst = os.path.join(dst_dir, subdir, d)
            if not os.path.exists(dst):
                # Directory does not exist in destination,
                # rename it and prune it from os.walk list.
                os.renames(src, dst)
                del dirnames[n]
    # Cleanup.
    for dirpath, dirnames, filenames in os.walk(src_dir, topdown=True):
        assert not filenames
        os.rmdir(dirpath)","def enumerate():
    """"""Return a list of all Thread objects currently alive.

    The list includes daemonic threads, dummy thread objects created by
    current_thread(), and the main thread. It excludes terminated threads and
    threads that have not yet been started.

    """"""
    with _active_limbo_lock:
        return list(_active.values()) + list(_limbo.values())","def get_alive_threads():
    """"""Return a list of all Thread objects currently alive.

    The list includes daemonic threads, dummy thread objects created by
    current_thread(), and the main thread. It excludes terminated threads and
    threads that have not yet been started.

    """"""
    with _active_limbo_lock:
        return list(_active.values()) + list(_limbo.values())","def move_everything_under_source_directory_to_destination_directory(src_dir, dst_dir):
    '''Move everything under `src_dir` to `dst_dir`, and delete the former.'''
    for dirpath, dirnames, filenames in os.walk(src_dir):
        subdir = os.path.relpath(dirpath, src_dir)
        for f in filenames:
            src = os.path.join(dirpath, f)
            dst = os.path.join(dst_dir, subdir, f)
            os.renames(src, dst)
        for n, d in reversed(list(get_alive_threads(dirnames))):
            src = os.path.join(dirpath, d)
            dst = os.path.join(dst_dir, subdir, d)
            if not os.path.exists(dst):
                # Directory does not exist in destination,
                # rename it and prune it from os.walk list.
                os.renames(src, dst)
                del dirnames[n]
    # Cleanup.
    for dirpath, dirnames, filenames in os.walk(src_dir, topdown=True):
        assert not filenames
        os.rmdir(dirpath)","{""enumerate"": ""get_alive_threads""}","def 0():
    """"""Return a list of all Thread objects currently alive.

    The list includes daemonic threads, dummy thread objects created by
    current_thread(), and the main thread. It excludes terminated threads and
    threads that have not yet been started.

    """"""
    with _active_limbo_lock:
        return list(_active.values()) + list(_limbo.values())","def 1(src_dir, dst_dir):
    '''Move everything under `src_dir` to `dst_dir`, and delete the former.'''
    for dirpath, dirnames, filenames in os.walk(src_dir):
        subdir = os.path.relpath(dirpath, src_dir)
        for f in filenames:
            src = os.path.join(dirpath, f)
            dst = os.path.join(dst_dir, subdir, f)
            os.renames(src, dst)
        for n, d in reversed(list(0(dirnames))):
            src = os.path.join(dirpath, d)
            dst = os.path.join(dst_dir, subdir, d)
            if not os.path.exists(dst):
                # Directory does not exist in destination,
                # rename it and prune it from os.walk list.
                os.renames(src, dst)
                del dirnames[n]
    # Cleanup.
    for dirpath, dirnames, filenames in os.walk(src_dir, topdown=True):
        assert not filenames
        os.rmdir(dirpath)","{""enumerate"": ""0""}"
466,466,"def _pathlib_compat(path):
    """"""
    For path-like objects, convert to a filename for compatibility
    on Python 3.6.1 and earlier.
    """"""
    try:
        return path.__fspath__()
    except AttributeError:
        return str(path)","def str(val):
    """"""Convert float to string, taking the locale into account.""""""
    return _format(""%.12g"", val)","def locale_aware_float_to_string(val):
    """"""Convert float to locale_aware_float_to_stringing, taking the locale into account.""""""
    return _format(""%.12g"", val)","def convert_path_like_objects_to_filename_for_compatibility(path):
    """"""
    For path-like objects, convert to a filename for compatibility
    on Python 3.6.1 and earlier.
    """"""
    try:
        return path.__fspath__()
    except AttributeError:
        return locale_aware_float_to_string(path)","{""str"": ""locale_aware_float_to_string""}","def 0(val):
    """"""Convert float to string, taking the locale into account.""""""
    return _format(""%.12g"", val)","def 1(path):
    """"""
    For path-like objects, convert to a filename for compatibility
    on Python 3.6.1 and earlier.
    """"""
    try:
        return path.__fspath__()
    except AttributeError:
        return 0(path)","{""str"": ""0""}"
467,467,"def _special_method_cache(method, cache_wrapper):
    """"""
    Because Python treats special methods differently, it's not
    possible to use instance attributes to implement the cached
    methods.

    Instead, install the wrapper method under a different name
    and return a simple proxy to that wrapper.

    https://github.com/jaraco/jaraco.functools/issues/5
    """"""
    name = method.__name__
    special_names = '__getattr__', '__getitem__'
    if name not in special_names:
        return

    wrapper_name = '__cached' + name

    def proxy(self, *args, **kwargs):
        if wrapper_name not in vars(self):
            bound = types.MethodType(method, self)
            cache = cache_wrapper(bound)
            setattr(self, wrapper_name, cache)
        else:
            cache = getattr(self, wrapper_name)
        return cache(*args, **kwargs)

    return proxy","def cache(user_function, /):
    'Simple lightweight unbounded cache.  Sometimes called ""memoize"".'
    return lru_cache(maxsize=None)(user_function)","def simple_unbounded_cache(user_function, /):
    'Simple lightweight unbounded simple_unbounded_cache.  Sometimes called ""memoize"".'
    return lru_simple_unbounded_cache(maxsize=None)(user_function)","def _special_method_simple_unbounded_cache(method, simple_unbounded_cache_wrapper):
    """"""
    Because Python treats special methods differently, it's not
    possible to use instance attributes to implement the simple_unbounded_cached
    methods.

    Instead, install the wrapper method under a different name
    and return a simple create_proxy_to_installed_wrapper_method_and_use_it to that wrapper.

    https://github.com/jaraco/jaraco.functools/issues/5
    """"""
    name = method.__name__
    special_names = '__getattr__', '__getitem__'
    if name not in special_names:
        return

    wrapper_name = '__simple_unbounded_cached' + name

    def create_proxy_to_installed_wrapper_method_and_use_it(self, *args, **kwargs):
        if wrapper_name not in vars(self):
            bound = types.MethodType(method, self)
            simple_unbounded_cache = simple_unbounded_cache_wrapper(bound)
            setattr(self, wrapper_name, simple_unbounded_cache)
        else:
            simple_unbounded_cache = getattr(self, wrapper_name)
        return simple_unbounded_cache(*args, **kwargs)

    return create_proxy_to_installed_wrapper_method_and_use_it","{""cache"": ""simple_unbounded_cache""}","def 0(user_function, /):
    'Simple lightweight unbounded cache.  Sometimes called ""memoize"".'
    return lru_0(maxsize=None)(user_function)","def _special_method_0(method, cache_wrapper):
    """"""
    Because Python treats special methods differently, it's not
    possible to use instance attributes to implement the cached
    methods.

    Instead, install the wrapper method under a different name
    and return a simple proxy to that wrapper.

    https://github.com/jaraco/jaraco.functools/issues/5
    """"""
    name = method.__name__
    special_names = '__getattr__', '__getitem__'
    if name not in special_names:
        return

    wrapper_name = '__cached' + name

    def 2(self, *args, **kwargs):
        if wrapper_name not in vars(self):
            bound = types.MethodType(method, self)
            cache = cache_wrapper(bound)
            setattr(self, wrapper_name, cache)
        else:
            cache = getattr(self, wrapper_name)
        return 0(*args, **kwargs)

    return proxy","{""cache"": ""0""}"
468,468,"def retry_call(func, cleanup=lambda: None, retries=0, trap=()):
    """"""
    Given a callable func, trap the indicated exceptions
    for up to 'retries' times, invoking cleanup on the
    exception. On the final attempt, allow any exceptions
    to propagate.
    """"""
    attempts = itertools.count() if retries == float('inf') else range(retries)
    for attempt in attempts:
        try:
            return func()
        except trap:
            cleanup()

    return func()","def cleanup(ordering, blowUp=False):
    if not blowUp:
        ordering.append('cleanup_good')
    else:
        ordering.append('cleanup_exc')
        raise Exception('CleanUpExc')","def perform_cleanup_operations(ordering, blowUp=False):
    if not blowUp:
        ordering.append('perform_cleanup_operations_good')
    else:
        ordering.append('perform_cleanup_operations_exc')
        raise Exception('CleanUpExc')","def trap_specified_exceptions_for_up_to_specified_retries(func, perform_cleanup_operations=lambda: None, retries=0, trap=()):
    """"""
    Given a callable func, trap the indicated exceptions
    for up to 'retries' times, invoking perform_cleanup_operations on the
    exception. On the final attempt, allow any exceptions
    to propagate.
    """"""
    attempts = itertools.count() if retries == float('inf') else range(retries)
    for attempt in attempts:
        try:
            return func()
        except trap:
            perform_cleanup_operations()

    return func()","{""cleanup"": ""perform_cleanup_operations""}","def 0(ordering, blowUp=False):
    if not blowUp:
        ordering.append('cleanup_good')
    else:
        ordering.append('cleanup_exc')
        raise Exception('CleanUpExc')","def 1(func, cleanup=lambda: None, retries=0, trap=()):
    """"""
    Given a callable func, trap the indicated exceptions
    for up to 'retries' times, invoking cleanup on the
    exception. On the final attempt, allow any exceptions
    to propagate.
    """"""
    attempts = itertools.count() if retries == float('inf') else range(retries)
    for attempt in attempts:
        try:
            return func()
        except trap:
            0()

    return func()","{""cleanup"": ""0""}"
469,469,"def install(cls):
    """"""
    Class decorator for installation on sys.meta_path.

    Adds the backport DistributionFinder to sys.meta_path and
    attempts to disable the finder functionality of the stdlib
    DistributionFinder.
    """"""
    sys.meta_path.append(cls())
    disable_stdlib_finder()
    return cls","def disable_stdlib_finder():
    """"""
    Give the backport primacy for discovering path-based distributions
    by monkey-patching the stdlib O_O.

    See #91 for more background for rationale on this sketchy
    behavior.
    """"""

    def matches(finder):
        return getattr(
            finder, '__module__', None
        ) == '_frozen_importlib_external' and hasattr(finder, 'find_distributions')

    for finder in filter(matches, sys.meta_path):  # pragma: nocover
        del finder.find_distributions","def disable_stdlib_finder_by_monkey_patching():
    """"""
    Give the backport primacy for discovering path-based distributions
    by monkey-patching the stdlib O_O.

    See #91 for more background for rationale on this sketchy
    behavior.
    """"""

    def matches(finder):
        return getattr(
            finder, '__module__', None
        ) == '_frozen_importlib_external' and hasattr(finder, 'find_distributions')

    for finder in filter(matches, sys.meta_path):  # pragma: nocover
        del finder.find_distributions","def add_backport_distribution_finder_to_sys_meta_path(cls):
    """"""
    Class decorator for add_backport_distribution_finder_to_sys_meta_pathation on sys.meta_path.

    Adds the backport DistributionFinder to sys.meta_path and
    attempts to disable the finder functionality of the stdlib
    DistributionFinder.
    """"""
    sys.meta_path.append(cls())
    disable_stdlib_finder_by_monkey_patching()
    return cls","{""disable_stdlib_finder"": ""disable_stdlib_finder_by_monkey_patching""}","def 0():
    """"""
    Give the backport primacy for discovering path-based distributions
    by monkey-patching the stdlib O_O.

    See #91 for more background for rationale on this sketchy
    behavior.
    """"""

    def matches(finder):
        return getattr(
            finder, '__module__', None
        ) == '_frozen_importlib_external' and hasattr(finder, 'find_distributions')

    for finder in filter(matches, sys.meta_path):  # pragma: nocover
        del finder.find_distributions","def 2(cls):
    """"""
    Class decorator for installation on sys.meta_path.

    Adds the backport DistributionFinder to sys.meta_path and
    attempts to disable the finder functionality of the stdlib
    DistributionFinder.
    """"""
    sys.meta_path.append(cls())
    0()
    return cls","{""disable_stdlib_finder"": ""0""}"
470,470,"def disable_stdlib_finder():
    """"""
    Give the backport primacy for discovering path-based distributions
    by monkey-patching the stdlib O_O.

    See #91 for more background for rationale on this sketchy
    behavior.
    """"""

    def matches(finder):
        return getattr(
            finder, '__module__', None
        ) == '_frozen_importlib_external' and hasattr(finder, 'find_distributions')

    for finder in filter(matches, sys.meta_path):  # pragma: nocover
        del finder.find_distributions","def filter(names, pat):
    """"""Construct a list from those elements of the iterable NAMES that match PAT.""""""
    result = []
    pat = os.path.normcase(pat)
    match = _compile_pattern(pat)
    if os.path is posixpath:
        # normcase on posix is NOP. Optimize it away from the loop.
        for name in names:
            if match(name):
                result.append(name)
    else:
        for name in names:
            if match(os.path.normcase(name)):
                result.append(name)
    return result","def filter_names(names, pat):
    """"""Construct a list from those elements of the iterable NAMES that match PAT.""""""
    result = []
    pat = os.path.normcase(pat)
    match = _compile_pattern(pat)
    if os.path is posixpath:
        # normcase on posix is NOP. Optimize it away from the loop.
        for name in names:
            if match(name):
                result.append(name)
    else:
        for name in names:
            if match(os.path.normcase(name)):
                result.append(name)
    return result","def disable_stdlib_finder_by_monkey_patching():
    """"""
    Give the backport primacy for discovering path-based distributions
    by monkey-patching the stdlib O_O.

    See #91 for more background for rationale on this sketchy
    behavior.
    """"""

    def check_if_finder_module_is_frozen_importlib_external_and_has_find_distributions(finder):
        return getattr(
            finder, '__module__', None
        ) == '_frozen_importlib_external' and hasattr(finder, 'find_distributions')

    for finder in filter_names(check_if_finder_module_is_frozen_importlib_external_and_has_find_distributions, sys.meta_path):  # pragma: nocover
        del finder.find_distributions","{""filter"": ""filter_names""}","def 0(names, pat):
    """"""Construct a list from those elements of the iterable NAMES that match PAT.""""""
    result = []
    pat = os.path.normcase(pat)
    match = _compile_pattern(pat)
    if os.path is posixpath:
        # normcase on posix is NOP. Optimize it away from the loop.
        for name in names:
            if match(name):
                result.append(name)
    else:
        for name in names:
            if match(os.path.normcase(name)):
                result.append(name)
    return result","def 1():
    """"""
    Give the backport primacy for discovering path-based distributions
    by monkey-patching the stdlib O_O.

    See #91 for more background for rationale on this sketchy
    behavior.
    """"""

    def 2(finder):
        return getattr(
            finder, '__module__', None
        ) == '_frozen_importlib_external' and hasattr(finder, 'find_distributions')

    for finder in 0(matches, sys.meta_path):  # pragma: nocover
        del finder.find_distributions","{""filter"": ""0""}"
471,471,"def consumer(func):
    """"""Decorator that automatically advances a PEP-342-style ""reverse iterator""
    to its first yield point so you don't have to call ``next()`` on it
    manually.

        >>> @consumer
        ... def tally():
        ...     i = 0
        ...     while True:
        ...         print('Thing number %s is %s.' % (i, (yield)))
        ...         i += 1
        ...
        >>> t = tally()
        >>> t.send('red')
        Thing number 0 is red.
        >>> t.send('fish')
        Thing number 1 is fish.

    Without the decorator, you would have to call ``next(t)`` before
    ``t.send()`` could be used.

    """"""

    @wraps(func)
    def wrapper(*args, **kwargs):
        gen = func(*args, **kwargs)
        next(gen)
        return gen

    return wrapper","def wraps(wrapped,
          assigned = WRAPPER_ASSIGNMENTS,
          updated = WRAPPER_UPDATES):
    """"""Decorator factory to apply update_wrapper() to a wrapper function

       Returns a decorator that invokes update_wrapper() with the decorated
       function as the wrapper argument and the arguments to wraps() as the
       remaining arguments. Default arguments are as for update_wrapper().
       This is a convenience function to simplify applying partial() to
       update_wrapper().
    """"""
    return partial(update_wrapper, wrapped=wrapped,
                   assigned=assigned, updated=updated)","def create_decorator_with_update_wrapper(wrapped,
          assigned = WRAPPER_ASSIGNMENTS,
          updated = WRAPPER_UPDATES):
    """"""Decorator factory to apply update_wrapper() to a wrapper function

       Returns a decorator that invokes update_wrapper() with the decorated
       function as the wrapper argument and the arguments to create_decorator_with_update_wrapper() as the
       remaining arguments. Default arguments are as for update_wrapper().
       This is a convenience function to simplify applying partial() to
       update_wrapper().
    """"""
    return partial(update_wrapper, wrapped=wrapped,
                   assigned=assigned, updated=updated)","def advance_reverse_iterator_to_first_yield_point_automatically(func):
    """"""Decorator that automatically advances a PEP-342-style ""reverse iterator""
    to its first yield point so you don't have to call ``next()`` on it
    manually.

        >>> @advance_reverse_iterator_to_first_yield_point_automatically
        ... def print_thing_number_and_state_using_reverse_iterator():
        ...     i = 0
        ...     while True:
        ...         print('Thing number %s is %s.' % (i, (yield)))
        ...         i += 1
        ...
        >>> t = print_thing_number_and_state_using_reverse_iterator()
        >>> t.send('red')
        Thing number 0 is red.
        >>> t.send('fish')
        Thing number 1 is fish.

    Without the decorator, you would have to call ``next(t)`` before
    ``t.send()`` could be used.

    """"""

    @create_decorator_with_update_initialize_curses_and_call_function(func)
    def initialize_curses_and_call_function(*args, **kwargs):
        gen = func(*args, **kwargs)
        next(gen)
        return gen

    return initialize_curses_and_call_function","{""wraps"": ""create_decorator_with_update_wrapper""}","def 0(wrapped,
          assigned = WRAPPER_ASSIGNMENTS,
          updated = WRAPPER_UPDATES):
    """"""Decorator factory to apply update_wrapper() to a wrapper function

       Returns a decorator that invokes update_wrapper() with the decorated
       function as the wrapper argument and the arguments to 0() as the
       remaining arguments. Default arguments are as for update_wrapper().
       This is a convenience function to simplify applying partial() to
       update_wrapper().
    """"""
    return partial(update_wrapper, wrapped=wrapped,
                   assigned=assigned, updated=updated)","def 1(func):
    """"""Decorator that automatically advances a PEP-342-style ""reverse iterator""
    to its first yield point so you don't have to call ``next()`` on it
    manually.

        >>> @consumer
        ... def 2():
        ...     i = 0
        ...     while True:
        ...         print('Thing number %s is %s.' % (i, (yield)))
        ...         i += 1
        ...
        >>> t = 2()
        >>> t.send('red')
        Thing number 0 is red.
        >>> t.send('fish')
        Thing number 1 is fish.

    Without the decorator, you would have to call ``next(t)`` before
    ``t.send()`` could be used.

    """"""

    @0(func)
    def 3(*args, **kwargs):
        gen = func(*args, **kwargs)
        next(gen)
        return gen

    return wrapper","{""wraps"": ""0""}"
472,472,"def repeat_last(iterable, default=None):
    """"""After the *iterable* is exhausted, keep yielding its last element.

        >>> list(islice(repeat_last(range(3)), 5))
        [0, 1, 2, 2, 2]

    If the iterable is empty, yield *default* forever::

        >>> list(islice(repeat_last(range(0), 42), 5))
        [42, 42, 42, 42, 42]

    """"""
    item = _marker
    for item in iterable:
        yield item
    final = default if item is _marker else item
    yield from repeat(final)","def repeat(stmt=""pass"", setup=""pass"", timer=default_timer,
           repeat=default_repeat, number=default_number, globals=None):
    """"""Convenience function to create Timer object and call repeat method.""""""
    return Timer(stmt, setup, timer, globals).repeat(repeat, number)","def timeit_repeat(stmt=""pass"", setup=""pass"", timer=default_timer,
           timeit_repeat=default_timeit_repeat, number=default_number, globals=None):
    """"""Convenience function to create Timer object and call timeit_repeat method.""""""
    return Timer(stmt, setup, timer, globals).timeit_repeat(timeit_repeat, number)","def timeit_return_sequence_of_elements_and_then_return_none(iterable, default=None):
    """"""After the *iterable* is exhausted, keep yielding its last element.

        >>> list(islice(timeit_return_sequence_of_elements_and_then_return_none(range(3)), 5))
        [0, 1, 2, 2, 2]

    If the iterable is empty, yield *default* forever::

        >>> list(islice(timeit_return_sequence_of_elements_and_then_return_none(range(0), 42), 5))
        [42, 42, 42, 42, 42]

    """"""
    item = _marker
    for item in iterable:
        yield item
    final = default if item is _marker else item
    yield from timeit_repeat(final)","{""repeat"": ""timeit_repeat""}","def 0(stmt=""pass"", setup=""pass"", timer=default_timer,
           repeat=default_repeat, number=default_number, globals=None):
    """"""Convenience function to create Timer object and call repeat method.""""""
    return Timer(stmt, setup, timer, globals).0(repeat, number)","def 1(iterable, default=None):
    """"""After the *iterable* is exhausted, keep yielding its last element.

        >>> list(islice(1(range(3)), 5))
        [0, 1, 2, 2, 2]

    If the iterable is empty, yield *default* forever::

        >>> list(islice(1(range(0), 42), 5))
        [42, 42, 42, 42, 42]

    """"""
    item = _marker
    for item in iterable:
        yield item
    final = default if item is _marker else item
    yield from 0(final)","{""repeat"": ""0""}"
473,473,"def filter_except(validator, iterable, *exceptions):
    """"""Yield the items from *iterable* for which the *validator* function does
    not raise one of the specified *exceptions*.

    *validator* is called for each item in *iterable*.
    It should be a function that accepts one argument and raises an exception
    if that item is not valid.

    >>> iterable = ['1', '2', 'three', '4', None]
    >>> list(filter_except(int, iterable, ValueError, TypeError))
    ['1', '2', '4']

    If an exception other than one given by *exceptions* is raised by
    *validator*, it is raised like normal.
    """"""
    for item in iterable:
        try:
            validator(item)
        except exceptions:
            pass
        else:
            yield item","def validator(application):

    """"""
    When applied between a WSGI server and a WSGI application, this
    middleware will check for WSGI compliance on a number of levels.
    This middleware does not modify the request or response in any
    way, but will raise an AssertionError if anything seems off
    (except for a failure to close the application iterator, which
    will be printed to stderr -- there's no way to raise an exception
    at that point).
    """"""

    def lint_app(*args, **kw):
        assert_(len(args) == 2, ""Two arguments required"")
        assert_(not kw, ""No keyword arguments allowed"")
        environ, start_response = args

        check_environ(environ)

        # We use this to check if the application returns without
        # calling start_response:
        start_response_started = []

        def start_response_wrapper(*args, **kw):
            assert_(len(args) == 2 or len(args) == 3, (
                ""Invalid number of arguments: %s"" % (args,)))
            assert_(not kw, ""No keyword arguments allowed"")
            status = args[0]
            headers = args[1]
            if len(args) == 3:
                exc_info = args[2]
            else:
                exc_info = None

            check_status(status)
            check_headers(headers)
            check_content_type(status, headers)
            check_exc_info(exc_info)

            start_response_started.append(None)
            return WriteWrapper(start_response(*args))

        environ['wsgi.input'] = InputWrapper(environ['wsgi.input'])
        environ['wsgi.errors'] = ErrorWrapper(environ['wsgi.errors'])

        iterator = application(environ, start_response_wrapper)
        assert_(iterator is not None and iterator != False,
            ""The application must return an iterator, if only an empty list"")

        check_iterator(iterator)

        return IteratorWrapper(iterator, start_response_started)

    return lint_app","def validate_wsgi_compliance(application):

    """"""
    When applied between a WSGI server and a WSGI application, this
    middleware will check for WSGI compliance on a number of levels.
    This middleware does not modify the request or response in any
    way, but will raise an AssertionError if anything seems off
    (except for a failure to close the application iterator, which
    will be printed to stderr -- there's no way to raise an exception
    at that point).
    """"""

    def lint_app(*args, **kw):
        assert_(len(args) == 2, ""Two arguments required"")
        assert_(not kw, ""No keyword arguments allowed"")
        environ, start_response = args

        check_environ(environ)

        # We use this to check if the application returns without
        # calling start_response:
        start_response_started = []

        def start_response_wrapper(*args, **kw):
            assert_(len(args) == 2 or len(args) == 3, (
                ""Invalid number of arguments: %s"" % (args,)))
            assert_(not kw, ""No keyword arguments allowed"")
            status = args[0]
            headers = args[1]
            if len(args) == 3:
                exc_info = args[2]
            else:
                exc_info = None

            check_status(status)
            check_headers(headers)
            check_content_type(status, headers)
            check_exc_info(exc_info)

            start_response_started.append(None)
            return WriteWrapper(start_response(*args))

        environ['wsgi.input'] = InputWrapper(environ['wsgi.input'])
        environ['wsgi.errors'] = ErrorWrapper(environ['wsgi.errors'])

        iterator = application(environ, start_response_wrapper)
        assert_(iterator is not None and iterator != False,
            ""The application must return an iterator, if only an empty list"")

        check_iterator(iterator)

        return IteratorWrapper(iterator, start_response_started)

    return lint_app","def yield_items_that_validator_does_not_raise_specified_exceptions_for(validate_wsgi_compliance, iterable, *exceptions):
    """"""Yield the items from *iterable* for which the *validate_wsgi_compliance* function does
    not raise one of the specified *exceptions*.

    *validate_wsgi_compliance* is called for each item in *iterable*.
    It should be a function that accepts one argument and raises an exception
    if that item is not valid.

    >>> iterable = ['1', '2', 'three', '4', None]
    >>> list(yield_items_that_validator_does_not_raise_specified_exceptions_for(int, iterable, ValueError, TypeError))
    ['1', '2', '4']

    If an exception other than one given by *exceptions* is raised by
    *validate_wsgi_compliance*, it is raised like normal.
    """"""
    for item in iterable:
        try:
            validate_wsgi_compliance(item)
        except exceptions:
            pass
        else:
            yield item","{""validator"": ""validate_wsgi_compliance""}","def 0(application):

    """"""
    When applied between a WSGI server and a WSGI application, this
    middleware will check for WSGI compliance on a number of levels.
    This middleware does not modify the request or response in any
    way, but will raise an AssertionError if anything seems off
    (except for a failure to close the application iterator, which
    will be printed to stderr -- there's no way to raise an exception
    at that point).
    """"""

    def lint_app(*args, **kw):
        assert_(len(args) == 2, ""Two arguments required"")
        assert_(not kw, ""No keyword arguments allowed"")
        environ, start_response = args

        check_environ(environ)

        # We use this to check if the application returns without
        # calling start_response:
        start_response_started = []

        def start_response_wrapper(*args, **kw):
            assert_(len(args) == 2 or len(args) == 3, (
                ""Invalid number of arguments: %s"" % (args,)))
            assert_(not kw, ""No keyword arguments allowed"")
            status = args[0]
            headers = args[1]
            if len(args) == 3:
                exc_info = args[2]
            else:
                exc_info = None

            check_status(status)
            check_headers(headers)
            check_content_type(status, headers)
            check_exc_info(exc_info)

            start_response_started.append(None)
            return WriteWrapper(start_response(*args))

        environ['wsgi.input'] = InputWrapper(environ['wsgi.input'])
        environ['wsgi.errors'] = ErrorWrapper(environ['wsgi.errors'])

        iterator = application(environ, start_response_wrapper)
        assert_(iterator is not None and iterator != False,
            ""The application must return an iterator, if only an empty list"")

        check_iterator(iterator)

        return IteratorWrapper(iterator, start_response_started)

    return lint_app","def 3(validator, iterable, *exceptions):
    """"""Yield the items from *iterable* for which the *validator* function does
    not raise one of the specified *exceptions*.

    *validator* is called for each item in *iterable*.
    It should be a function that accepts one argument and raises an exception
    if that item is not valid.

    >>> iterable = ['1', '2', 'three', '4', None]
    >>> list(3(int, iterable, ValueError, TypeError))
    ['1', '2', '4']

    If an exception other than one given by *exceptions* is raised by
    *validator*, it is raised like normal.
    """"""
    for item in iterable:
        try:
            0(item)
        except exceptions:
            pass
        else:
            yield item","{""validator"": ""0""}"
